highway,lanes,lit,maxspeed,name,oneway,ref,smoothness,geometry
primary,2,yes,50,Waßmannsdorfer Chaussee,yes,B 96a,good,"LINESTRING (13.5051952 52.3871935, 13.5045694 52.3869054, 13.5042161 52.3867461, 13.5039726 52.3866368, 13.5038628 52.386586, 13.5038195 52.386566, 13.5037334 52.3865262, 13.5036988 52.3865102, 13.5035264 52.3864318)"
secondary,2,yes,50,Breite Straße,yes,,,"LINESTRING (13.2986656 52.4732384, 13.2987252 52.4732305, 13.2989269 52.4732074)"
secondary,2,yes,50,Breite Straße,yes,,,"LINESTRING (13.2945571 52.4742062, 13.2944026 52.4742367, 13.294261 52.4742666, 13.2940597 52.4743214, 13.2937755 52.4744063, 13.292772 52.4747502, 13.2916463 52.4751372, 13.2914405 52.4752029)"
secondary,2,yes,50,Breite Straße,yes,,,"LINESTRING (13.2944838 52.474085, 13.2946001 52.4740489, 13.2949092 52.4739468, 13.2953641 52.4738301, 13.2956838 52.4737613, 13.2964637 52.4735839, 13.2964997 52.4735767, 13.2971603 52.4734427)"
secondary,2,yes,50,Bahnhofstraße,,,good,"LINESTRING (13.5751528 52.4535724, 13.5752592 52.4536652, 13.5753233 52.4537211, 13.5753978 52.4537861)"
secondary,2,yes,50,Friedrichshagener Straße,yes,,good,"LINESTRING (13.5749741 52.4527529, 13.5747522 52.4528204, 13.5746561 52.4528464, 13.5746377 52.4528523, 13.5746068 52.4528621, 13.5745411 52.4528869, 13.5745036 52.4529011)"
secondary,2,yes,50,Bahnhofstraße,yes,,good,"LINESTRING (13.5722045 52.4509447, 13.5722146 52.4509521, 13.5722447 52.4509745, 13.572366 52.4510627, 13.572929 52.4515028, 13.5731226 52.4516638)"
secondary,1,yes,50,Friedrichshagener Straße,yes,,good,"LINESTRING (13.5745036 52.4529011, 13.5744629 52.4529176, 13.5744207 52.4529348, 13.5743824 52.4529503)"
secondary,1,yes,50,Friedrichshagener Straße,yes,,good,"LINESTRING (13.5744531 52.4527915, 13.5745393 52.4527678, 13.5748129 52.4527501, 13.5749741 52.4527529)"
secondary,1,yes,50,Friedrichshagener Straße,yes,,good,"LINESTRING (13.5742752 52.4528609, 13.5743199 52.4528416, 13.5743599 52.4528243, 13.5744049 52.4528048)"
secondary,2,yes,50,Bahnhofstraße,yes,,good,"LINESTRING (13.5742752 52.4528609, 13.5741725 52.4527784, 13.574144 52.4527555, 13.5739357 52.4525685, 13.5733632 52.4520828, 13.5727926 52.4516685)"
secondary,2,yes,50,Bahnhofstraße,yes,,good,"LINESTRING (13.5747789 52.4531586, 13.5749417 52.4533064, 13.5750245 52.4534107, 13.5750498 52.4534426, 13.5751528 52.4535724)"
secondary,2,yes,50,Dorfstraße,,L 30,good,"LINESTRING (13.7035531 52.3702837, 13.7037488 52.3703343, 13.7038436 52.3703588, 13.7042082 52.3704447, 13.7045141 52.3705216, 13.7045454 52.3705298, 13.7045995 52.3705441)"
primary,3,yes,,Malchower Chaussee,,B 2,excellent,"LINESTRING (13.4824762 52.5717451, 13.4825416 52.5718764, 13.4825872 52.5720079, 13.4826021 52.5720601, 13.4826131 52.5721405)"
secondary,2,,50,Schönwalder Straße,,L 20,,"LINESTRING (13.1432819 52.6507329, 13.1433506 52.6506436, 13.1433661 52.6506248, 13.1433828 52.6506033, 13.1436347 52.6502508, 13.1437779 52.6500504, 13.143926 52.6498464, 13.144047 52.6496799, 13.1443761 52.6492676, 13.1443944 52.6492448, 13.1445815 52.6489903, 13.1446674 52.6488654, 13.1448305 52.6486021)"
primary,3,yes,50,,yes,B 1,,"LINESTRING (13.4033864 52.5124751, 13.4027972 52.5120756, 13.4027294 52.5120297)"
secondary,3,yes,50,Neuköllner Straße,yes,,good,"LINESTRING (13.4966436 52.4157007, 13.4964401 52.4157799)"
secondary,1,yes,50,Veltener Straße,yes,L 172,,"LINESTRING (13.2046274 52.6472022, 13.2045764 52.6471143, 13.2045665 52.6470495, 13.2045652 52.6469919, 13.2045837 52.6466968, 13.2045802 52.6466337, 13.2045581 52.6465766)"
secondary,,yes,50,Marwitzer Straße,yes,L 17,excellent,"LINESTRING (13.2040699 52.6465393, 13.2042652 52.6464526)"
secondary,1,yes,30,Berliner Straße,yes,L 17,excellent,"LINESTRING (13.2047994 52.6460196, 13.2047719 52.6462313, 13.2047647 52.6462748, 13.2047587 52.6463346)"
secondary,2,yes,50,Karl-Marx-Straße,no,L 75,good,"LINESTRING (13.4419987 52.3981469, 13.4419714 52.3982811, 13.441961 52.3983357, 13.4419311 52.3984895, 13.4419099 52.3985976, 13.4418899 52.3986996, 13.4418582 52.3988616, 13.4418455 52.3989263, 13.4418302 52.3990032, 13.4418165 52.3990816, 13.4417854 52.3992526, 13.4417748 52.3993251, 13.4417611 52.3993983, 13.4417285 52.3995722, 13.4417045 52.3997004, 13.4416838 52.3998109, 13.4416566 52.3999558, 13.4416111 52.4001983, 13.4416019 52.4002606, 13.4415428 52.4005585, 13.4415019 52.4007642, 13.4414534 52.4011258, 13.4414447 52.4011991, 13.4414376 52.4013545, 13.4414199 52.4015007, 13.4414135 52.4015877, 13.4414099 52.401648, 13.4414076 52.4016811, 13.4413977 52.4018468, 13.4413953 52.4018876, 13.4413736 52.4022429, 13.4413668 52.4023554, 13.4412672 52.4039122, 13.4412634 52.4039662, 13.4412612 52.4039987, 13.4412469 52.4041413, 13.4411544 52.4048493, 13.4411232 52.4050322, 13.4411142 52.4050893, 13.4409329 52.4058664, 13.4408169 52.4063181, 13.440765 52.4065357, 13.4406326 52.4070753, 13.4406076 52.4071727)"
secondary,,yes,50,Glasower Allee,no,L 75,good,"LINESTRING (13.4429448 52.3931998, 13.4429371 52.3932375, 13.4428292 52.3938154)"
secondary,2,no,70,Glasower Allee,no,L 75,good,"LINESTRING (13.4454654 52.3832292, 13.4452668 52.3838259, 13.4451064 52.3842448, 13.4438517 52.3873098, 13.4438211 52.3873925, 13.4436931 52.3876884, 13.443575 52.3879853, 13.4431946 52.3888973, 13.4431272 52.389106, 13.4430855 52.3892755, 13.4430496 52.3894526, 13.4430329 52.3895933, 13.4430212 52.3896685, 13.4430083 52.3898916, 13.4430099 52.3902525, 13.4430147 52.3903996, 13.4430502 52.3906958, 13.4430768 52.3908555, 13.4432255 52.3915598, 13.4432381 52.3917536, 13.4431239 52.3923338, 13.4429448 52.3931998)"
secondary,1,yes,50,Glasower Allee,yes,L 75,good,"LINESTRING (13.4427189 52.3940652, 13.4427427 52.3939761, 13.4427773 52.3938727, 13.4428292 52.3938154)"
secondary,1,yes,50,Karl-Marx-Straße,yes,L 75,good,"LINESTRING (13.4428301 52.3942962, 13.4427896 52.3943478)"
primary,4,yes,30,Potsdamer Straße,,B 1,good,"LINESTRING (13.3652114 52.5025509, 13.3652014 52.5025418, 13.3651854 52.5025274, 13.3650155 52.5023252, 13.3649862 52.5022917, 13.3647205 52.5019876, 13.3645279 52.5017672, 13.3643647 52.5015804, 13.3642 52.501392, 13.3640839 52.5012587, 13.3640542 52.5012246, 13.3637832 52.5009135, 13.3637567 52.5008828, 13.363681 52.5007961)"
secondary,,yes,50,Zehlendorfer Damm,no,L 77,,"LINESTRING (13.2469043 52.4168246, 13.2466926 52.4166828, 13.2466402 52.4166486, 13.2465008 52.4165577, 13.246471 52.4165375, 13.2462393 52.4163804, 13.2459389 52.4161755, 13.2450405 52.4155603, 13.2442254 52.4150085, 13.2437967 52.4147253, 13.2434122 52.4144566, 13.2427903 52.4140267, 13.2427473 52.4139959, 13.2426413 52.41392)"
primary,2,no,70,Waßmannsdorfer Chaussee,yes,B 96a,excellent,"LINESTRING (13.4872309 52.3776272, 13.4876841 52.3782176)"
primary,2,,100,Waßmannsdorfer Chaussee,yes,,good,"LINESTRING (13.4632769 52.3667683, 13.4630673 52.3667183)"
secondary,2,yes,70,Chausseestraße,,L 402,good,"LINESTRING (13.5057226 52.3399355, 13.5065933 52.3406169, 13.5078493 52.3416293)"
secondary,2,no,70,,,L 402,excellent,"LINESTRING (13.5195822 52.343982, 13.5196525 52.3440164, 13.5197084 52.3440439, 13.5199055 52.3441422, 13.5199607 52.3441686, 13.5202353 52.3443029, 13.5205067 52.3444337, 13.5206461 52.3444957, 13.5207957 52.3445499, 13.5210562 52.3446367, 13.5213996 52.3447049)"
primary,2,,100,Waßmannsdorfer Chaussee,yes,B 96a,good,"LINESTRING (13.4632659 52.3666718, 13.4636908 52.3667578, 13.4643431 52.3668718)"
primary,2,no,70,Waßmannsdorfer Chaussee,yes,B 96a,excellent,"LINESTRING (13.4862962 52.3760717, 13.4864791 52.3764333, 13.4867371 52.3768633)"
primary,2,,100,Waßmannsdorfer Chaussee,yes,B 96a,good,"LINESTRING (13.4630673 52.3667183, 13.4625637 52.3665888, 13.4621106 52.3664549, 13.4615473 52.3662681, 13.4609199 52.3660196, 13.4603312 52.3657478, 13.4598433 52.3654869, 13.4588343 52.3648587)"
secondary,2,no,70,Grünauer Straße,,L 400,good,"LINESTRING (13.5657017 52.377704, 13.5657202 52.3778783, 13.5657283 52.3779348, 13.5657663 52.3781053, 13.5657872 52.3781857, 13.5658637 52.3784136, 13.5659637 52.3786804, 13.566359 52.3797155)"
primary,2,,100,Waßmannsdorfer Chaussee,yes,,good,"LINESTRING (13.463103 52.3666277, 13.4632659 52.3666718)"
secondary,3,,50,Grünauer Straße,,L 400,good,"LINESTRING (13.5657352 52.3757763, 13.5657098 52.3760399)"
primary,2,no,70,Waßmannsdorfer Chaussee,yes,B 96a,excellent,"LINESTRING (13.4882222 52.3790067, 13.4878979 52.3787033, 13.4877859 52.3785858, 13.487649 52.3784324)"
secondary,2,,50,Rosa-Luxemburg-Straße,,L 20,,"LINESTRING (13.172401 52.6798441, 13.1722784 52.6798176, 13.1720002 52.6797575, 13.1713649 52.6796229, 13.1694691 52.679215, 13.1693569 52.6791905, 13.1690059 52.6791083, 13.1688731 52.6790772, 13.1675666 52.6787584, 13.1656019 52.6781001)"
secondary,2,yes,50,Berliner Straße,,L 172,,"LINESTRING (13.1887609 52.6783966, 13.1890349 52.6781462, 13.1893617 52.6778388, 13.1894561 52.6777492, 13.1897578 52.6774626, 13.1906981 52.6765868, 13.1908566 52.6764396, 13.1909315 52.6763701, 13.1913397 52.6759756, 13.1922072 52.6751821, 13.1926757 52.6747517, 13.1931732 52.6743295, 13.1938513 52.673853, 13.1949681 52.6732288, 13.1953284 52.6730286, 13.1962255 52.67253, 13.196466 52.6723953, 13.196979 52.6721079, 13.1972981 52.6718992, 13.1974654 52.6717589, 13.1979011 52.6714216)"
secondary,2,yes,50,Amrumer Straße,yes,,good,"LINESTRING (13.3493162 52.542187, 13.3495896 52.5421047)"
primary,3,yes,50,Kurt-Schumacher-Damm,yes,,good,"LINESTRING (13.3265022 52.5625105, 13.3264537 52.5624197, 13.3264354 52.5623855, 13.326367 52.5622647)"
primary,2,yes,30,Mühlendamm,yes,B 1,good,"LINESTRING (13.4083944 52.5164661, 13.4080149 52.5161229, 13.4077303 52.515906, 13.4076557 52.5158395, 13.4074946 52.5156958, 13.4073348 52.515556)"
primary,2,yes,50,Am Seegraben,yes,B 96a,,"LINESTRING (13.5674856 52.4145692, 13.5666956 52.4136274, 13.5662292 52.4130979, 13.5659008 52.4127469)"
primary,2,disused,80,,yes,L 76,good,"LINESTRING (13.4128029 52.367272, 13.4124677 52.3672794, 13.4103059 52.3673133, 13.4099226 52.3673162, 13.4094104 52.3673098, 13.4078345 52.367331, 13.4059019 52.3673686, 13.4002571 52.3674572, 13.3994507 52.3674717, 13.3991959 52.3674751)"
primary,2,yes,50,Mittelstraße,yes,B 96a,good,"LINESTRING (13.507757 52.3882177, 13.5081304 52.3883416, 13.5084624 52.3884451, 13.5085422 52.388469, 13.5091276 52.3886473, 13.509196 52.3886681, 13.5095084 52.3887631, 13.5095875 52.3887909, 13.5099731 52.3889261, 13.5100389 52.3889492, 13.5106513 52.3892027, 13.5109599 52.3893337, 13.5112163 52.3894432)"
primary,2,yes,100,,yes,L 76,good,"LINESTRING (13.4127991 52.3671622, 13.4131585 52.3671587, 13.4197365 52.3670144)"
primary,3,no,70,Waßmannsdorfer Chaussee,yes,B 96a,excellent,"LINESTRING (13.4670874 52.3673679, 13.4670185 52.3673575, 13.4666548 52.3673115)"
secondary,2,yes,,Köpenicker Straße,,,good,"LINESTRING (13.5587585 52.4699892, 13.5587674 52.4700122, 13.5587901 52.4700706)"
secondary,2,yes,50,Köpenicker Straße,,,good,"LINESTRING (13.559163 52.4737798, 13.5591462 52.4736312, 13.5591217 52.4734076, 13.5591041 52.4732474)"
secondary,2,,50,Zehlendorfer Damm,,L 77,,"LINESTRING (13.2272244 52.399131, 13.2274675 52.3985867, 13.2274837 52.3985454)"
secondary,2,yes,50,Stubenrauchstraße,yes,,good,"LINESTRING (13.5007035 52.4352952, 13.5005812 52.4352162, 13.5002976 52.4350758, 13.5000436 52.4349501, 13.4998947 52.4348735)"
primary,2,yes,60,Alt-Biesdorf,yes,B 1;B 5,,"LINESTRING (13.5616184 52.5085351, 13.5617587 52.5085062, 13.5619048 52.5084741, 13.5621632 52.5084058, 13.5623929 52.5083288, 13.5632261 52.5080284, 13.5634853 52.507935)"
secondary,2,yes,50,Am Tierpark,yes,,excellent,"LINESTRING (13.5221457 52.4999532, 13.5220406 52.5001692, 13.5219836 52.5003054, 13.5219523 52.5003779, 13.5219283 52.5004412)"
secondary,2,yes,50,Am Tierpark,yes,,excellent,"LINESTRING (13.5219354 52.4999393, 13.5221335 52.4996183, 13.5225827 52.4989167, 13.5227633 52.4986315, 13.5231288 52.49806, 13.5231934 52.4979584, 13.5232464 52.4978615, 13.5232849 52.4977799, 13.5233376 52.4976663, 13.5233712 52.4975878, 13.5234041 52.497507)"
secondary,2,yes,50,Rudower Chaussee,yes,,good,"LINESTRING (13.538185 52.4342702, 13.5378038 52.434026, 13.5371854 52.4336369, 13.5369505 52.433489, 13.5366055 52.4332719, 13.5364899 52.4332008)"
secondary,2,yes,30,Köpenicker Straße,,,good,"LINESTRING (13.545356 52.4252677, 13.5454061 52.4253121, 13.545442 52.4253752, 13.5454395 52.4254175, 13.5454265 52.4254607)"
secondary,3,yes,50,Neuköllner Straße,yes,,good,"LINESTRING (13.4979239 52.4152198, 13.4973605 52.4154263)"
primary,4,yes,50,Straße des 17. Juni,yes,B 2;B 5,good,"LINESTRING (13.3517156 52.514685, 13.3516523 52.5146903, 13.3515183 52.5147065, 13.3513571 52.5147358, 13.35118 52.5147746, 13.3509947 52.5148203)"
primary,3,yes,50,Straße des 17. Juni,yes,B 2;B 5,good,"LINESTRING (13.3512762 52.5143785, 13.3514388 52.5144536, 13.3515518 52.5144957, 13.3517071 52.5145376, 13.3517363 52.5145432)"
secondary,,no,70,Neubeerener Straße,,L 794,,"LINESTRING (13.2696629 52.3563849, 13.2695929 52.3564876, 13.2694624 52.3567778, 13.2694026 52.3569319)"
secondary,2,yes,50,Waltersdorfer Chaussee,yes,,good,"LINESTRING (13.5156739 52.3995723, 13.5151012 52.4001339, 13.5146893 52.4005378, 13.5146605 52.400566, 13.5145617 52.4006629)"
secondary,2,yes,50,Altglienicker Chaussee,yes,L 751,good,"LINESTRING (13.5186871 52.3971324, 13.5189233 52.397228, 13.518966 52.3972409, 13.5189933 52.397251)"
primary,2,,100,Waßmannsdorfer Chaussee,yes,B 96a,good,"LINESTRING (13.4503354 52.3617185, 13.4507467 52.3617135, 13.4511682 52.3617252, 13.4515547 52.3617528, 13.4519426 52.3617864, 13.4523727 52.3618372, 13.4528026 52.361905, 13.4535335 52.3620459)"
primary,2,,100,Waßmannsdorfer Chaussee,yes,B 96a,good,"LINESTRING (13.4535335 52.3620459, 13.4539262 52.3621535, 13.4544353 52.3623032, 13.4551595 52.3625584, 13.455613 52.3627563, 13.4560143 52.3629303, 13.4570257 52.3635193, 13.4587326 52.3646475)"
secondary,2,yes,50,Waltersdorfer Chaussee,yes,,good,"LINESTRING (13.5144478 52.400618, 13.514544 52.4005234, 13.5149543 52.4001204, 13.5155557 52.3995295)"
secondary,1,yes,50,Altglienicker Chaussee,yes,L 751,good,"LINESTRING (13.5187313 52.3972682, 13.5187012 52.3971987, 13.5186871 52.3971324)"
secondary,2,yes,50,Waltersdorfer Chaussee,yes,,good,"LINESTRING (13.5145617 52.4006629, 13.5143002 52.400933, 13.5140148 52.4012027, 13.5139766 52.4012376, 13.5139565 52.4012582)"
secondary,1,yes,50,Altglienicker Chaussee,yes,L 751,good,"LINESTRING (13.5187313 52.3972682, 13.5189233 52.397228)"
secondary,2,,50,Glasower Straße,,L 75,good,"LINESTRING (13.4417547 52.3618134, 13.4418334 52.362002, 13.4418513 52.3621203, 13.4418535 52.3622345, 13.4418194 52.3631354, 13.4417943 52.3632761, 13.441759 52.3633732, 13.441687 52.3634861, 13.4415677 52.3636265)"
secondary,1,yes,50,Altglienicker Chaussee,yes,L 751,good,"LINESTRING (13.5189933 52.397251, 13.5190442 52.3973404)"
secondary,2,yes,50,Altglienicker Chaussee,yes,L 751,good,"LINESTRING (13.5191336 52.3973147, 13.5190442 52.3973404)"
secondary,3,yes,50,Altglienicker Chaussee,yes,L 751,good,"LINESTRING (13.5190699 52.3973855, 13.5189929 52.3973551)"
secondary,2,yes,50,Waltersdorfer Chaussee,yes,,good,"LINESTRING (13.5155557 52.3995295, 13.5164437 52.3986434, 13.5171172 52.3979268, 13.5173899 52.3976016)"
secondary,3,yes,50,Grünauer Straße,,L 400,good,"LINESTRING (13.5657098 52.3760399, 13.5656962 52.3762204, 13.5656615 52.3769748, 13.565657 52.3771049, 13.5656555 52.3771634)"
secondary,3,yes,50,Neuköllner Straße,yes,,good,"LINESTRING (13.4901705 52.4199554, 13.490094 52.4200148)"
secondary,3,yes,50,Neuköllner Straße,yes,,good,"LINESTRING (13.4930221 52.4177739, 13.492693 52.4180233, 13.4924946 52.4181737, 13.4922569 52.4183538, 13.492142 52.4184408, 13.4918252 52.4186809, 13.4903858 52.4197889)"
secondary,2,no,100,Grünauer Straße,,L 400,good,"LINESTRING (13.567366 52.3823436, 13.5674406 52.3825414, 13.5676238 52.3830146, 13.5677696 52.3834017, 13.56788 52.3836892, 13.5679328 52.3838232, 13.5680262 52.3840412, 13.5681134 52.3842263, 13.5684081 52.3848307, 13.5685231 52.3850566, 13.5688701 52.3857384)"
secondary,2,yes,50,Neuköllner Straße,yes,,good,"LINESTRING (13.4964746 52.415644, 13.4965536 52.4156101, 13.4966344 52.4155783, 13.4966768 52.4155608, 13.4969691 52.4154528, 13.4978358 52.4151334)"
secondary,3,yes,,Groß-Ziethener Chaussee,yes,,good,"LINESTRING (13.4964746 52.415644, 13.4966436 52.4157007)"
secondary,,,50,Neubeerener Straße,,L 794,good,"LINESTRING (13.275525 52.348602, 13.275454 52.348691, 13.2747323 52.3496564, 13.2743668 52.3501278, 13.2741947 52.350373, 13.2734625 52.3514163)"
secondary,2,,50,Genshagener Straße,,L 794,,"LINESTRING (13.2631063 52.3736063, 13.2630519 52.3737731, 13.263007 52.3741142, 13.2630143 52.3742969, 13.2630216 52.3744205)"
secondary,1,yes,50,,,,good,"LINESTRING (13.6958888 52.4794545, 13.6959086 52.4794905, 13.6959099 52.4795285, 13.6958925 52.479565, 13.6958581 52.4795967, 13.6958098 52.4796207, 13.6957519 52.4796349, 13.6957346 52.4796359, 13.6956962 52.4796382, 13.6956412 52.4796322, 13.6955908 52.4796176, 13.6955486 52.4795952)"
secondary,3,yes,50,Pasewalker Straße,,,good,"LINESTRING (13.4302006 52.5885195, 13.4302267 52.5885958)"
secondary,2,yes,50,Pastor-Niemöller-Platz,yes,,good,"LINESTRING (13.3977062 52.5793883, 13.3980183 52.5793072)"
secondary,2,yes,50,Pastor-Niemöller-Platz,yes,,good,"LINESTRING (13.3975201 52.5794412, 13.397616 52.5794108, 13.3977062 52.5793883)"
primary,4,yes,50,Osloer Straße,yes,,good,"LINESTRING (13.375018 52.5567629, 13.3747653 52.5567817, 13.3742454 52.5568205)"
primary,3,yes,50,Osloer Straße,yes,,good,"LINESTRING (13.3770957 52.5562985, 13.3772658 52.5562843)"
secondary,4,yes,30,Holländerstraße,,,excellent,"LINESTRING (13.3652594 52.5628735, 13.365353 52.5628933, 13.3654163 52.5629059)"
primary,4,yes,50,Markstraße,yes,B 96,good,"LINESTRING (13.3645357 52.5630287, 13.3644331 52.5635453, 13.3644223 52.5635966, 13.3644084 52.5636509, 13.3643706 52.5638211)"
primary,,yes,50,Residenzstraße,,,good,"LINESTRING (13.3643706 52.5638211, 13.3641913 52.5638034)"
secondary,2,yes,30,Hauptstraße,,,good,"LINESTRING (13.3687706 52.5879531, 13.3687181 52.5878853, 13.3686566 52.5878089, 13.3681689 52.5872132, 13.3680639 52.5870828, 13.3679524 52.5869416, 13.3674979 52.5863746)"
secondary,2,yes,30,Hauptstraße,,,good,"LINESTRING (13.3674979 52.5863746, 13.3674176 52.5862687, 13.3671861 52.5859808)"
secondary,2,yes,50,Hermann-Hesse-Straße,,,good,"LINESTRING (13.3895289 52.5742638, 13.3893993 52.5742054, 13.3889034 52.573983, 13.3884354 52.5737903, 13.3882244 52.573727, 13.3877457 52.5736154, 13.3852845 52.5730535, 13.3852054 52.5730354, 13.3850454 52.5729996, 13.3847435 52.5729329, 13.3844255 52.572862, 13.3841105 52.5727926, 13.3840139 52.5727731, 13.3839192 52.5727648, 13.3837916 52.5727649, 13.3837143 52.5727726, 13.3836446 52.5727866)"
primary,1,yes,50,Grabbeallee,yes,B 96a,intermediate,"LINESTRING (13.3982285 52.5791691, 13.3982312 52.5785905)"
secondary,3,yes,50,Alexanderstraße,yes,,good,"LINESTRING (13.4159802 52.5201041, 13.4161431 52.5199638)"
secondary,3,yes,50,Alexanderstraße,yes,,good,"LINESTRING (13.416443 52.5197056, 13.4165456 52.5196171, 13.4166153 52.5195533, 13.4166566 52.5195155, 13.4166861 52.5194886, 13.4167569 52.5194051)"
secondary,3,yes,50,Stralauer Straße,yes,,good,"LINESTRING (13.416425 52.5157468, 13.4165306 52.5157365, 13.4168734 52.5156938, 13.4174377 52.51559, 13.4177956 52.5155105, 13.4178574 52.5154967, 13.417996 52.515468)"
primary,1,yes,30,Mühlendamm,yes,B 1,good,"LINESTRING (13.4086539 52.5163513, 13.40877 52.5164875, 13.4089044 52.5166511, 13.4089289 52.516688, 13.4089511 52.5167316, 13.4089635 52.5167748, 13.408971 52.516819, 13.4089709 52.5168705, 13.4089654 52.5169239, 13.4089568 52.5169681)"
secondary,3,yes,50,Spandauer Straße,yes,,good,"LINESTRING (13.4076167 52.5179852, 13.4077401 52.5178934, 13.4081601 52.5175826, 13.4082033 52.5175506, 13.4082565 52.5175083, 13.4083117 52.5173745)"
primary,3,yes,50,Grunerstraße,yes,B 1,good,"LINESTRING (13.414817 52.5202933, 13.4148943 52.5203443, 13.4149827 52.520415, 13.4150418 52.5204723, 13.4151249 52.5205525)"
secondary,1,yes,50,Alexanderstraße,yes,,good,"LINESTRING (13.41536 52.5207921, 13.4151328 52.5209747)"
primary,2,,50,Schönfließer Straße,,B 96a,,"LINESTRING (13.3174213 52.6708404, 13.3174028 52.671303)"
secondary,,,50,Quermathe,,,,"LINESTRING (13.2334654 52.3869694, 13.2330836 52.3868812, 13.2325394 52.3867469, 13.2315845 52.3865194, 13.2314306 52.3864822, 13.2306509 52.3862848)"
secondary,2,yes,50,Treskowallee,no,,good,"LINESTRING (13.5173107 52.4714434, 13.5172429 52.4713804, 13.5167294 52.4708997, 13.5166945 52.4708672, 13.5166188 52.4707966, 13.5163808 52.4705749, 13.515475 52.4697268)"
secondary,2,no,100,,,L 400,good,"LINESTRING (13.5688701 52.3857384, 13.5691076 52.3862156)"
secondary,2,no,100,Grünauer Straße,,L 400,good,"LINESTRING (13.5691076 52.3862156, 13.5696716 52.3873316, 13.5702019 52.3883843, 13.5702544 52.3884865, 13.5703864 52.3887647, 13.5706007 52.3891836)"
secondary,3,yes,30,Brunnenstraße,no,,good,"LINESTRING (13.3992673 52.5320721, 13.3991117 52.5322613, 13.3989779 52.5324489, 13.3989667 52.5324677, 13.3989483 52.5325001, 13.3988926 52.532594, 13.3988888 52.5325995)"
